,app-title,location,content
140,US Regional Lead Platform Sales,"
      Chicago
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via's mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a premium vehicle. First launched in New York City in September 2013, the Via platform operates in the United States and in Europe through its joint venture with Mercedes-Benz Vans, ViaVan. Via's technology is also deployed worldwide through dozens of partner projects with public transportation agencies, private transit operators, taxi fleets, private companies, and universities, seamlessly integrating with public transit infrastructure to power cutting-edge on-demand mobility. For more information, visit www.ridewithvia.com.
Job Overview
As US Regional Lead Platform Sales, you’ll lead our sales efforts in your region by developing and converting sales opportunities with state, local and national transit authorities as well as large private sector transportation providers and fleet owners. Via has dozens of partners globally and we are accelerating this growth with country managers in key priority markets. You will build pipelines of qualified leads and masterfully manage all aspects of the sales cycle, from initial contact to closing. You’ll also become an expert on the Via platform and will partner cross-functionally with teams across the business to drive product and operational improvements.
Responsibilities and Duties

Build and manage a robust pipeline of sales opportunities in your region with a focus on strategic accounts with state, local and national transit authorities and large private sector transportation providers
Become an expert on the Via platform; display a deep understanding of its functionality, features, and impact for clients
Develop insights regarding customer use-cases; position and present Via as an ideal solution for client needs
Strategically navigate the buying and renewal processes; communicate tactfully and persuasively with stakeholders and budget decision makers
Over time, ensure customer success team focus on customer centricity, ensuring they are maximizing Via’s value; oversee renewal and expansion process with existing clients
Partner closely with cross-functional teams including Finance, Expansion, Growth, and Product to drive operational and product improvements
Over time, build and manage a team of sales and customer success representatives
Be the face of Via in your region, speaking at conferences, establishing key relationships with the press and advising on local marketing plans
Actively research the competitive landscape -- identifying market, product, and pricing trends -- and succinctly share findings with key stakeholders to ensure that we’re always one step ahead

Qualifications

An outstanding track record in enterprise software/SaaS sales (7+ years) or a strong background in transportation (including strong public sector relationships), preferably in fast-paced product-driven environments
Expertise in prospecting, cross-selling, and developing relationships with senior level officials and executives
A history of demonstrated quota achievement and consistent territory growth
Excellent written and verbal communication; whether in customer conversations, product presentations, or written proposals, you always strike the right tone and communicate clearly and persuasively
Superb commercial intuition and exceptional judgement -- you know when to push and when to yield in maximizing the value of a potential deal
Passionate and relentless about growth; you’re not deterred by setbacks and enjoy the process of building high-value relationships over time
An independent self-starter: you thrive in fast-paced environments and feel comfortable with a very high level of responsibility
Detail-oriented and thorough; able to effectively juggle multiple tasks/projects at once in a highly fluid work environment
Organized and independent; you’re both an individual contributor and a team player
Must be willing to travel 25-50% as needed
Bachelor's degree from a top-tier institution; advanced degree a plus
Experience at a start-up and/or in the mobility sector a plus
Location: We are open to this person being based out of various locations through the U.S.

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
141,"Director, Federal Policy & Government Affairs","
      Washington, D.C.
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview:
As Director of Federal Policy & Government Affairs, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations and “thought leadership” strategy at the federal level.
Responsibilities and Duties:

Proactively initiate and cultivate relationships with federal policymakers and their staffs, ensuring Via’s policy stances are known
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Effectively represent Via and Via’s vision for the improvement of cities to the broader political and policy community
Manage public policy firm and consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Represent the company at policy conferences and other forums

Qualifications:

10-15 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
142,"Director, Local Policy & Government Affairs","
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As Director of Local Policy & Government Affairs, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations strategy at the state and local levels.  
Responsibilities and Duties

Effectively represent Via and Via’s vision for the improvement of cities to elected officials and their staff, and the broader policy community
Manage consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Represent the company at policy conferences and other forums

Qualifications

10-15 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
Via is an equal opportunity employer.
"
143,"Director, Local Policy & Government Affairs","
      Washington, D.C.
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As Director of Local Policy & Government Affairs, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations and “thought leadership” strategy at the state and local levels.  as we expand to new cities and become an internationally recognized brand.
Responsibilities and Duties

Effectively represent Via and Via’s vision for the improvement of cities to elected officials and their staff, and the broader policy community
Manage consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Represent the company at policy conferences and other forums

Qualifications

10-15 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
144,Federal Policy & Government Affairs Principal,"
      Washington, D.C.
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview:
As Federal Policy & Government Affairs Principal, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations and “thought leadership” strategy at the federal level.
Responsibilities and Duties:

Proactively initiate and cultivate relationships with federal policymakers and their staffs, ensuring Via’s policy stances are known
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Effectively represent Via and Via’s vision for the improvement of cities to the broader political and policy community
Manage public policy firm and consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Represent the company at policy conferences and other forums

Requirements:
 

5-10 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
Via is an equal opportunity employer.
 
"
145,Local Policy & Government Affairs Principal,"
      New York
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As Director of Local Policy & Government Affairs, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations strategy at the state and local levels.
Responsibilities and Duties

Effectively represent Via and Via’s vision for the improvement of cities to elected officials and their staff, and the broader policy community
Manage consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Represent the company at policy conferences and other forums

Qualifications

5-10 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
146,Local Policy & Government Affairs Principal,"
      Washington, D.C.
    ","
Via is re-engineering public transit, from a regulated system of rigid routes and schedules to a fully dynamic, on-demand network. Via’s mobile app connects multiple passengers who are headed the same way, allowing riders to seamlessly share a dynamically-routed vehicle. First launched in New York City in September 2013, the Via platform operates in New York City, Chicago, and Washington DC, and in London and Amsterdam through ViaVan, its joint venture with Mercedes-Benz Vans. Via also licenses its revolutionary on-demand transit technology to transportation players globally.
Job Overview
As Director of Local Policy & Government Affairs, you will work with the VP of Policy & Government Affairs to develop and execute an impactful and comprehensive government relations strategy at the state and local levels.  
Responsibilities and Duties

Effectively represent Via and Via’s vision for the improvement of cities to elected officials and their staff, and the broader policy community
Manage consultant engagements on targeted projects
Work effectively within formal and informal industry coalitions, and otherwise develop industry contacts, to advance areas of common interest
Draft official written material: op-eds, blog posts, policy proposals, comments on regulations, formal correspondence, etc.
Represent the company at policy conferences and other forums

Qualifications

5-10 years' relevant experience
A strategic thinker and day-to-day executor who can juggle several issues at once; you’re able to effectively consider and solve both short and long-term problems
Execution-oriented; a self-starter who takes action and achieves tangible results
A natural at public affairs; an excellent communicator with demonstrated writing, editing, and speaking skills
You thrive in fast-paced environments and feel comfortable with a high level of responsibility
You have a strong ability to articulate strategic objectives and have a deep knowledge of government and politics;
In policy or geographic areas that are new to you, you can quickly get up to speed, identify the key issues, and quickly develop and execute a strategy;
Have extensive experience managing relationships with a broad spectrum of stakeholders
Have significant experience in government, policy, and political affairs

 Via offers above market compensation packages and benefits, including equity, health insurance, and relocation assistance.
 Via is an equal opportunity employer.
"
147,Algo Configurator ,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Algo Configurator to join our R&D center in TLV.
The position is to be part of a Algorithm Analysis team responsible of taking an active and proactive role in maintaining specific areas of Via's algorithms.
Responsibilities: 

Take active part in configuring algorithmic logic for all Via's cities
Process and resolve algorithmic issues while collaborating with Via's operation teams around the world
Work closely with Via's Algo researchers, developers and analyst team
configuring each cities needs from the product and algorithmic point of view 

Requirements: 

BSc. industrial engineering or similar.
Good technical skills, unafraid of using new systems and technologies
Passionate about details, methodical
Super responsible, independent and capable of taking ownership on issues from end to end
Great team player and blossom under pressure
Experience with scripting languages and SQL is a big plus
Working under pressure 

"
148,Algorithms Researcher,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel - Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for an Algorithms Researcher to join our R&D department in TLV.
The position is to explore the vast collection of relevant data and create the artificial intelligence algorithms that drive Via's mass scale, complex, multi-dimensional automated dispatch.
Responsibilities: 

Mathematically model the competing demands on Via's system.
Use sophisticated statistical methods to analyze demand, traffic and fleet performance, and generate insights that inform algorithm development.
Develop online decision-making systems that maximize fleet utilization while maintaining quality of service for riders.
Develop algorithms that implement decision-making systems in an efficient and scalable way.

Requirements:

BSc. Computer Science or similar.
4-5 years of professional experience.
Significant academic research experience in relevant fields.
Extensive knowledge of algorithms, with a focus on graph theory.
Good understanding of statistics and data analysis techniques.
Analytical: you can extract the essential features of a complex real-life problem to arrive at a simple and relevant mathematical model.
Fast learner: you can quickly master concepts, disciplines and methods.
Team worker: you understand the goals of the team and work towards them.
Hands-on: you are able to realize your ideas in code.

"
149,Android Engineer,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for an Android Engineer to join our R&D center in TLV.
The position is to be part of a Development team responsible for Via’s Driver Android App
Responsibilities: 
As an android developer, you will contribute directly to our cutting-edge software service and work on our mobile app, shaping the future of transportation and generating tens of thousands of rides daily worldwide.
If you have -
- At least 5 years of experience in software development
- At least 2 years of experience in Android development
- Solid understanding of the full mobile development life cycle
- Good architectural knowledge in Mobile app development
- Solid Experience in UI development
- Experience working with Gradle and 3rd party libraries
- Understand the concepts of mobile client-server with Restful APIs
- Experience in working with google maps API – a plus
- If you have published an original app, share it with us!
And if you are -
- Tech savvy, team player with a ""can do"" attitude
- Passionate about software engineering and constantly expanding your knowledge
- Driven by tough challenges, and producing high quality solutions
Requirements: 

BSc. Computer Science or similar.
4-5 years of professional experience
2-3 years of experience as a web application developer.
Great team player

"
150,Cities Monitoring Lead,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Cities Monitoring Leader to join our R&D center in TLV.
The position is to be part of a monitor and control team who is responsible for Via’s performance monitoring. 
Responsibilities: 

Monitoring Via's performance throughout the world
Generating & improving monitoring tools
Delivering informative data and reports to the cities operators
Supplying insights and striving for needed actions to be taken for optimal service in each city

Requirements: 

Bachelors degree 

At least 2-3 years experience in a big data , tech company, in a similar position.

Background in product management and product analysis
Understanding data and business intelligence 
Proven SQL expertise 
Experience in data visualization tools (Tableau/Qlikview/other)
Exceptional ability to understand data and to transform it into simple and self explanatory insights
Fast learning capabilities & ability to multitask

"
151,Data Scientist,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Data Scientist to join our R&D center in TLV.
The position is to be part of a Development team responsible for Via’s research in wide variety of topics, implementing solutions, and presenting your results to senior management.
Responsibilities: 

Analyze large and complex data sets to discover hidden opportunities and help translate them into real world improvements.
Develop predictive components to be deeply embedded in the algorithm and increase system efficiency.
Model a wide variety of problems, such as congestion detection, demand prediction and personalized routing preferences.
Assume responsibility for your research project, from initiation and feature design, through gathering insights, to implementing solutions and monitoring their performance.

Requirements: 

BSc. Computer Science or Advanced degree (Math, Computer Science, Bioinformatics, Statistics or a related discipline).
4-5 years of professional experience.
2-3 years of experience as a web application developer.
Unafraid of diving into uncharted territories.
Hands on “can do” attitude - with a desire to tackle complex problems.
Independent, capable of taking ownership on issues from end to end.
Real life experience - implementing statistical and machine learning, time series analysis, mathematical modeling.
Experience with scripting languages.
Capable of summarizing complex data and visualizing it simply and succinctly.
Curiosity and a will to learn new technologies.

"
152,DevOps Engineer,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a DevOps Engineer to join our R&D center in TLV.
The position is to be part of a Development team responsible for production quality, cutting-edge, scalable and robust infrastructure to deliver Via's ride sharing service in NYC and globally. You will tackle the challenges of being deployed in multiple cities while reducing (or eliminating) the effects of these deployments on one another.
Responsibilities: 

Defining and implementing effective cloud infrastructure scaling solutions based on best-in-class standard tools.
Reducing the computation costs of the company while increasing the computers' utilization.
Evaluating and integrating advanced automated testing frameworks.
Managing constantly updating intense simulation environments.

Requirements: 

BSc. Computer Science or similar.
2-3 years of experience as a web application developer.
Are a wiz with AWS deployment.
Have experiance with Docker/Orchestration such as Kubernetes & EMC.
You enjoy deep-diving into the beta features of each new infrastructure solution, squeezing the most out of each one.
Fast learner: you can quickly master concepts, disciplines and methods.
Team worker: you understand the goals of the team and work towards them.
Pragmatic: you hear about a difficult problem and are able to transform it into a simple one (or more), that you can easily solve.
Concise: you get stuff done, in a simple, elegant way.

"
153,Dev Team Leader,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Dev Team Lead to join our R&D center in TLV.
The position is to be part of a Development team responsible for Via’s developers and QA analysts through the product life cycle, hands-on, and contribute directly to our cutting-edge technologies. You will be shaping the future of transportation, affecting tens of thousands of rides daily worldwide.
Responsibilities: 

Be the full tech owner of your team’s products
Growing and mentoring your team members
Take end-to-end professional responsibility over your team’s Agile development life-cycle
Proactively build your team, recruiting and on-boarding
Be a hands-on developer in your team - designing, coding, and delivering features to production
Lead the team’s atmosphere and culture

Requirements: 

BSc. Computer Science or similar.
4-5 years of professional experience in backend or full-stack development
2-3 years of experience as a web application developer / in a hands-on technical leadership position
Great people skills with the ability to work with everyone in the company at both a conceptual as well as a detailed levelA tech savvy, team player with a ""can do"" attitude
Independent, responsible, with a true desire to make an impact
Passionate about software engineering and constantly expanding your knowledge
An expert in balancing the trade-offs between technical and product priorities
Enjoys working with people
Driven by tough challenges, and producing reliable and scalable solutions
Enthusiastic about code quality, architecture, design, testing, and performance
Preferred experience (one or more) -

Cloud technologies: AWS, Docker, Kubernetes, Serverless, etc.
Full stack development in: Python/Java/JS/Scala
Databases: MySQL, NoSQL (Redis, Mongo)
High-scale design, automation tests, micro-services



"
154,Front End Engineer ,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Front End Developer to join our R&D department in TLV.
The position is to be part of a Development team responsible for Via’s service Command & Control tools set by both building new front-end tools from scratch and adding/improving existing ones by bringing them to the next level both performance and UX -wise.
Responsibilities: 

Implement new front-end tools & libraries which are used in Via's service Command & Control tools.
Work in small groups with other talented engineers to create visionary UI/UX products.
Improve the user experience across Via's platform.

Requirements: 

BSc. Computer Science or similar.
4-5 years of professional experience
2-3 years of experience as a web application developer.
Strong knowledge of HTML5, CSS3/SCSS, jQuery, OOP Javascript.
Experience with componentization, MVC and/or common front-end frameworks
Experience with React
Back End development experience, Python especially, is an advantage.
Take pride in your work & ability and being satisfied only when reaching that pixel-perfect look.

"
155,Full-Stack Engineer,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a Full Stack Engineer to join our R&D center in TLV.
The position is to be part of a Development team responsible for Via’s  production quality, cutting-edge server software and scalable, robust infrastructure to deliver Via's ride sharing service in NYC and globally. You will also build the cloud based tools that enable Via's dispatch operators and drivers to seamlessly handle real-time shared rides in mass scale.
Responsibilities: 

Implementing the components that bind complex routing, real-time customer and driver management, mass scale user communication into a complete, mission critical service.
Defining and implementing effective cloud infrastructure scaling solutions based on best-in-class standard tools.Designing and implementing POCs and production ready sub-systems to handle customer service, advanced analytics , operational shift management and more.

Requirements: 

BSc. Computer Science or similar.
4-5 years of professional experience
Have a solid background in an object oriented programming language.
Familiar with cloud-based deployment (AWS or other platforms).
Not afraid of multi tasking between many programming languages, each suitable for different tasks
Fast learner: you can quickly master concepts, disciplines and methods.
Team worker: you understand the goals of the team and work towards them.
Pragmatic: you hear about a difficult problem and are able to transform it into a simple one (or more), that you can easily solve.
Concise: you get stuff done, in a simple, elegant way.

 
"
156,Information Security Lead,"
      Tel Aviv
    ","
We are Via – Ride with us!
 
Via is developing the operating system that manages and controls shared mobility at scale.
Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations.
We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles.
Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for an Information Security Lead to join our R&D center in TLV.
We are seeking an experienced Chief Information Security Officer to lead our company-wide security and compliance efforts. This leader will build and manage a world-class security organization focused on driving a holistic approach to corporate and product security, as well as ensuring compliance with industry and regulatory policies. 
 
Responsibilities

Build and lead Via's Corporate Security Program with responsibility for identifying, evaluating, reporting and mitigating information security risks
Own all corporate security efforts that drive improvements to not only stay ahead of increasing security threats, and also contribute to a reduction in overall infrastructure and personnel risk exposure
Build, manage, and maintain Via's Security Compliance Program for that includes certifications such as SOC2 Type II, HIPAA, ISO27001, PCI, and FedRAMP
Collaborate with product and engineering teams on building market leading technical security capabilities 
Generate regular formal updates on corporate security, compliance, and risks including quarterly reports to executive staff and Audit Committee
Drive continuous improvement in application and network security activities, leveraging internal and third-party penetration testing and vulnerability assessment at a global level
Manage security operations monitoring, including response team plans and execution for incidents that impact company or platform
Proactively identify security issues and potential threats and continuously build processes, design systems or work with vendors/partners to watch for and protect against incidents
Educate the organization in security awareness and implement infrastructure, personnel and product threat protection measures at a global level
Advocate for secure application, organization and infrastructure best practices

Requirements

7-10 years of relevant experience in progressive leadership of information security operations and management, preferably with both large and small, high-growth companies
Strong background in hands-on DevOps
Experience building and managing a high performing security and compliance team
Deep expertise in cloud security, platforms and services, including understanding of current security offerings from leading cloud service providers (e.g. AWS), and their applicability to securing a SaaS for enterprise security requirements
Experience designing and implementing cloud-based security technologies, including but not limited to data loss prevention, log management and alerting, and vulnerability scanners
Significant experience in the management of internal and external security audits to international standards and audit remediation
Deep knowledge of networking and network security
Ability to work under pressure across multiple stakeholders
Excellent written and communication skills and ability to communicate across all levels of an organization

 
"
157,iOS Engineer,"
      Tel Aviv
    ","
We are Via – Ride with us!Via is developing the operating system that manages and controls shared mobility at scale. Our platform provides many millions of rides to consumers in NYC, Chicago, Washington DC, London, Berlin, Amsterdam and many more locations. We are helping cities transition their bus systems from rigid lines and fixed schedules to on-demand networks of dynamic shuttles. Our Tel-Aviv office is full of passionate and innovative professionals who love working together to make something great.  If you are up for a challenge and have a true desire to make an impact - Come ride with us!
The Position: 
We are looking for a iOS Engineer to join our R&D center in TLV.
The position is to be part of a Development team responsible for Via’s contribution directly to our cutting-edge software service on our mobile app, shaping the future of transportation and generating tens of thousands of rides daily worldwide.
Responsibilities: 


Solid understanding of the full mobile development life cycle


Solid Experience in UI development


Understand the concepts of mobile client-server with Restful APIs
Requirements: 

BSc. Computer Science or similar.
4-5 years of professional experience
2-3 years of experience as a web application developer.
At least one year experience developing in Swift
Good architectural knowledge in Mobile app development
Experience in working with google maps API – a plus
Knowledge with Obj-C - a plus 
 


"
